FECHA CONEXIÓN;AREA;NOMBRE ZONA;COMUNA;MODEL;NÚMERO CONEXIONES;USAGE (kB);PORCENTAJE USO
2-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;64;145560;20,70%
2-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;59;9677;1,40%
2-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;59;319549;45,40%
2-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;67;609618;86,60%
2-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;82;721167;102,50%
2-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;24;625100;88,80%
2-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;28;3685839;523,90%
2-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;48;579350;82,30%
2-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;6;123725;17,60%
2-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;7;640682;91,10%
2-abr-24;URBANA;041_ZW Parque Junin;9;MR76;48;792549;112,60%
2-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;33;5069;0,70%
2-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;31;2132;0,30%
2-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;29;11073;1,60%
2-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;16;1377;0,20%
2-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;11;962099;136,70%
2-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;11;185;0,00%
2-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;42;5266;0,70%
2-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;3;127;0,00%
2-abr-24;URBANA;050_ZW Parque Calima;4;MR76;7;5412;0,80%
2-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;12;1170;0,20%
2-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;53;5195377;738,40%
2-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;59;909654;129,30%
2-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;14;41937;6,00%
2-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;23;188178;26,70%
2-abr-24;URBANA;054_ZW El Diamante;13;MR76;24;3202155;455,10%
2-abr-24;URBANA;054_ZW El Diamante;13;MR76;20;135310;19,20%
2-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;16;37144;5,30%
2-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;5;111559;15,90%
2-abr-24;URBANA;056_ZW Comuna 16;16;MR76;24;853;0,10%
2-abr-24;URBANA;056_ZW Comuna 16;16;MR76;19;955;0,10%
3-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;27;565354;62,80%
3-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;22;962340;106,80%
3-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;55;20603;2,30%
3-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;39;1822;0,20%
3-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;43;3179;0,40%
3-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;82;7125;0,80%
3-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;77;7619;0,80%
3-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;138;990575;109,90%
3-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;187;84807;9,40%
3-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;88;2664336;295,70%
3-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;46;2804963;311,30%
3-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;23;1688142;187,40%
3-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;108;355434;39,50%
3-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;103;21884;2,40%
3-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;20;1296137;143,90%
3-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;35;2035906;226,00%
3-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;27;7363193;817,30%
3-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;28;1992;0,20%
3-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;9;111031;12,30%
3-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;31;14191;1,60%
3-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;50;1444249;160,30%
3-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;33;90461;10,00%
3-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;70;5637897;625,80%
3-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;16;3459414;384,00%
3-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;71;2907;0,30%
3-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;68;5617;0,60%
3-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;202433;22,50%
3-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;38;96645;10,70%
3-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;44;1306261;145,00%
3-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;56;1897811;210,60%
3-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;42;5753895;638,60%
3-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;36;3320031;368,50%
3-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;23;678932;75,40%
3-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;25;1538;0,20%
3-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;19;3045;0,30%
3-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;20;7937721;881,00%
3-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;60;634221;70,40%
3-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;46;1252454;139,00%
3-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;35;5813;0,60%
3-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;20;419198;46,50%
3-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;54;5160395;572,80%
3-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;39;5400;0,60%
3-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;33;8089;0,90%
3-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;17;139579;15,50%
3-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;70;147952;16,40%
3-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;59;3937;0,40%
3-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;37;660236;73,30%
3-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;70;2089588;231,90%
3-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;86;13119;1,50%
3-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;34;3268210;362,80%
3-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;37;3758411;417,20%
3-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;58;989963;109,90%
3-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;27;1042266;115,70%
3-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;17;2245368;249,20%
3-abr-24;URBANA;041_ZW Parque Junin;9;MR76;64;2180820;242,10%
3-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;69;13874;1,50%
3-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;36;9325;1,00%
3-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;31;26965;3,00%
3-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;29;2984;0,30%
3-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;9;407623;45,20%
3-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;21;3381;0,40%
3-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;46;284810;31,60%
3-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;3;543;0,10%
3-abr-24;URBANA;050_ZW Parque Calima;4;MR76;31;828522;92,00%
3-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;21;4772;0,50%
3-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;58;3028430;336,10%
3-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;67;870213;96,60%
3-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;23;726262;80,60%
3-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;28;281194;31,20%
3-abr-24;URBANA;054_ZW El Diamante;13;MR76;30;2829710;314,10%
3-abr-24;URBANA;054_ZW El Diamante;13;MR76;22;1958616;217,40%
3-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;33;1763461;195,70%
3-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;20;186439;20,70%
3-abr-24;URBANA;056_ZW Comuna 16;16;MR76;14;1347;0,10%
3-abr-24;URBANA;056_ZW Comuna 16;16;MR76;18;1788;0,20%
4-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;26;5005;0,40%
4-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;32;7269;0,60%
4-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;51;52566;4,60%
4-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;58;4479;0,40%
4-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;60;10496;0,90%
4-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;78;13419;1,20%
4-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;64;8239;0,70%
4-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;147;4123611;358,70%
4-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;179;1703983;148,20%
4-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;98;3265380;284,00%
4-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;35;3144606;273,50%
4-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;13;1225407;106,60%
4-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;118;167485;14,60%
4-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;113;22229;1,90%
4-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;28;584200;50,80%
4-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;37;1368905;119,10%
4-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;30;10671551;928,20%
4-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;27;3952;0,30%
4-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;20;3353826;291,70%
4-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;39;975897;84,90%
4-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;57;2560132;222,70%
4-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;30;206879;18,00%
4-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;83;4096922;356,30%
4-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;20;6824853;593,60%
4-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;63;4713;0,40%
4-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;69;111462;9,70%
4-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;2044434;177,80%
4-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;41;3113;0,30%
4-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;28;1091131;94,90%
4-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;68;2439880;212,20%
4-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;57;14089177;1225,50%
4-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;53;2811881;244,60%
4-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;24;867418;75,40%
4-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;30;1587;0,10%
4-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;36;4185;0,40%
4-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;29;35549;3,10%
4-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;35;1454068;126,50%
4-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;32;484129;42,10%
4-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;49;12145;1,10%
4-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;23;364959;31,70%
4-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;59;5374096;467,40%
4-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;42;7156;0,60%
4-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;38;2208;0,20%
4-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;8;535;0,00%
4-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;87;175553;15,30%
4-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;62;10965;1,00%
4-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;60;2110874;183,60%
4-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;78;842156;73,30%
4-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;78;3314098;288,30%
4-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;29;2831256;246,30%
4-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;38;6692367;582,10%
4-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;50;859543;74,80%
4-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;26;3292913;286,40%
4-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;25;6270872;545,40%
4-abr-24;URBANA;041_ZW Parque Junin;9;MR76;62;1817172;158,10%
4-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;51;4001;0,30%
4-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;42;6866;0,60%
4-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;34;11597;1,00%
4-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;21;5899;0,50%
4-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;19;2112553;183,70%
4-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;19;2724;0,20%
4-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;49;3108579;270,40%
4-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;20;2146;0,20%
4-abr-24;URBANA;050_ZW Parque Calima;4;MR76;22;799616;69,60%
4-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;13;3331;0,30%
4-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;51;2438418;212,10%
4-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;52;279379;24,30%
4-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;28;521239;45,30%
4-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;25;452875;39,40%
4-abr-24;URBANA;054_ZW El Diamante;13;MR76;16;385032;33,50%
4-abr-24;URBANA;054_ZW El Diamante;13;MR76;13;103292;9,00%
4-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;29;605362;52,70%
4-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;19;302234;26,30%
4-abr-24;URBANA;056_ZW Comuna 16;16;MR76;23;576;0,10%
4-abr-24;URBANA;056_ZW Comuna 16;16;MR76;24;1005;0,10%
5-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;29;8966;0,80%
5-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;30;6330;0,60%
5-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;98;25942;2,30%
5-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;43;9629;0,90%
5-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;65;6485;0,60%
5-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;66;10820;1,00%
5-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;74;36926;3,30%
5-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;130;5594364;497,90%
5-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;188;1431783;127,40%
5-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;114;17476;1,60%
5-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;51;5010522;445,90%
5-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;22;1860876;165,60%
5-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;101;81267;7,20%
5-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;100;20696;1,80%
5-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;55;2719739;242,00%
5-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;42;1204484;107,20%
5-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;31;4949523;440,50%
5-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;26;6123;0,50%
5-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;23;4874500;433,80%
5-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;33;582240;51,80%
5-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;65;1639069;145,90%
5-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;47;282432;25,10%
5-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;82;4637988;412,70%
5-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;29;8556941;761,50%
5-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;110;11472;1,00%
5-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;78;149563;13,30%
5-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;11;217363;19,30%
5-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;39;2091;0,20%
5-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;30;5745;0,50%
5-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;70;33666;3,00%
5-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;53;13683991;1217,80%
5-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;67;9733914;866,20%
5-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;39;1670892;148,70%
5-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;24;5969;0,50%
5-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;37;2311;0,20%
5-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;30;19254;1,70%
5-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;56;2325955;207,00%
5-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;52;2640300;235,00%
5-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;38;15042;1,30%
5-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;17;168297;15,00%
5-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;65;6434380;572,60%
5-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;50;52797;4,70%
5-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;43;3562;0,30%
5-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;11;535;0,00%
5-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;74;32603;2,90%
5-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;63;5507;0,50%
5-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;53;363959;32,40%
5-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;64;1167539;103,90%
5-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;71;4027399;358,40%
5-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;32;3287626;292,60%
5-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;44;7671;0,70%
5-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;54;14197;1,30%
5-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;33;1589639;141,50%
5-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;29;6195611;551,40%
5-abr-24;URBANA;041_ZW Parque Junin;9;MR76;72;3123432;278,00%
5-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;54;7687;0,70%
5-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;40;837555;74,50%
5-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;44;8174;0,70%
5-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;28;1909;0,20%
5-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;20;597202;53,10%
5-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;16;1431;0,10%
5-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;46;1521318;135,40%
5-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;8;2786;0,20%
5-abr-24;URBANA;050_ZW Parque Calima;4;MR76;39;1600454;142,40%
5-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;28;8019;0,70%
5-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;58;2752417;244,90%
5-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;52;202971;18,10%
5-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;28;202682;18,00%
5-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;40;524117;46,60%
5-abr-24;URBANA;054_ZW El Diamante;13;MR76;20;997777;88,80%
5-abr-24;URBANA;054_ZW El Diamante;13;MR76;16;295421;26,30%
5-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;32;427560;38,00%
5-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;21;1798630;160,10%
5-abr-24;URBANA;056_ZW Comuna 16;16;MR76;28;6869;0,60%
5-abr-24;URBANA;056_ZW Comuna 16;16;MR76;24;7169;0,60%
6-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;34;83151;6,90%
6-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;46;26225;2,20%
6-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;38;8988;0,70%
6-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;83;6490;0,50%
6-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;76;6721;0,60%
6-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;68;17250;1,40%
6-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;72;8158;0,70%
6-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;144;4431911;368,20%
6-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;197;3630573;301,70%
6-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;99;7872075;654,10%
6-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;47;5016143;416,80%
6-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;19;1302157;108,20%
6-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;68;11908;1,00%
6-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;46;26403;2,20%
6-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;36;1835493;152,50%
6-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;41;1055821;87,70%
6-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;47;12452853;1034,70%
6-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;59;7473;0,60%
6-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;23;2397412;199,20%
6-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;31;836138;69,50%
6-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;52;769888;64,00%
6-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;17;77197;6,40%
6-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;86;8885654;738,30%
6-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;31;4781527;397,30%
6-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;112;30528;2,50%
6-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;107;25862;2,10%
6-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;1133851;94,20%
6-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;46;3585;0,30%
6-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;59;2607;0,20%
6-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;95;4069;0,30%
6-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;60;5586680;464,20%
6-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;74;5942535;493,80%
6-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;51;3998304;332,20%
6-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;33;2916;0,20%
6-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;38;21087;1,80%
6-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;25;31777;2,60%
6-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;23;429394;35,70%
6-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;26;1785555;148,40%
6-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;36;5059;0,40%
6-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;16;1406016;116,80%
6-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;59;2982879;247,80%
6-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;48;5201;0,40%
6-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;43;5264;0,40%
6-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;9;1745;0,10%
6-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;76;59386;4,90%
6-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;76;127952;10,60%
6-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;88;3847183;319,70%
6-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;95;9201213;764,50%
6-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;34;3102412;257,80%
6-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;28;5458043;453,50%
6-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;50;20019;1,70%
6-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;60;9771;0,80%
6-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;35;2895945;240,60%
6-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;37;5809848;482,70%
6-abr-24;URBANA;041_ZW Parque Junin;9;MR76;75;121492;10,10%
6-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;42;2582;0,20%
